"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2002","2002",7.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2003","2003",7.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2004","2004",7.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2005","2005",8,"B","Break"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2006","2006",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2007","2007",8.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2008","2008",8.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2009","2009",8.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2010","2010",8.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2011","2011",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2012","2012",8.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2013","2013",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2014","2014",8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2015","2015",8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2016","2016",8.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2017","2017",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2018","2018",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2019","2019",8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CAN","Canada","2020","2020",8.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","1990","1990",11.3,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","1991","1991",11.5,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","1992","1992",11.8,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","1993","1993",11.5,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","1994","1994",11.6,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","1995","1995",11.5,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","1996","1996",11.6,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","1997","1997",11.9,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","1998","1998",11.8,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","1999","1999",11.9,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2000","2000",11.8,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2001","2001",11.8,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2002","2002",11.9,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2003","2003",12.1,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2004","2004",11.5,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2005","2005",12,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2006","2006",11.9,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2007","2007",12.1,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2008","2008",12.1,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2009","2009",12.1,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2010","2010",11.4,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2011","2011",11.5,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2012","2012",11.6,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2013","2013",11.5,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2014","2014",11.9,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2015","2015",11.5,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2016","2016",11.7,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2017","2017",11.6,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2018","2018",11.8,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2019","2019",11.9,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","CZE","Czech Republic","2020","2020",11.6,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","1990","1990",12.3,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","1991","1991",12.2,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","1992","1992",12.5,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","1993","1993",12.3,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","1994","1994",12.5,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","1995","1995",12.7,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","1996","1996",12.7,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","1997","1997",12.6,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","1998","1998",12.1,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","1999","1999",12.1,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2000","2000",12.2,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2001","2001",12,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2002","2002",11.8,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2003","2003",12,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2004","2004",11.8,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2005","2005",11.8,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2006","2006",11.6,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2007","2007",11.6,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2008","2008",11.3,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2009","2009",10.6,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2010","2010",10.8,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2011","2011",11,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2012","2012",9.8,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2013","2013",10,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2014","2014",10.1,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2015","2015",9.9,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2016","2016",10,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2017","2017",9.7,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2018","2018",9.7,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2019","2019",9.5,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DNK","Denmark","2020","2020",9.7,"D","Difference in methodology"
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","1990","1990",9.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","1991","1991",9.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","1992","1992",8.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","1993","1993",8.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","1994","1994",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","1995","1995",8.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","1996","1996",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","1997","1997",8.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","1998","1998",8.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","1999","1999",8.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2000","2000",8.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2001","2001",9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2002","2002",9.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2003","2003",9.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2004","2004",9.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2005","2005",10,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2006","2006",10.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2007","2007",10.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2008","2008",10.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2009","2009",10,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2010","2010",9.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2011","2011",9.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2012","2012",9.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2013","2013",9.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2014","2014",8.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2015","2015",8.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2016","2016",8.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2017","2017",8.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2018","2018",8.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2019","2019",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FIN","Finland","2020","2020",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","1990","1990",15.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","1991","1991",15.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","1992","1992",15.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","1993","1993",14.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","1994","1994",14.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","1995","1995",14.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","1996","1996",14.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","1997","1997",14.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","1998","1998",14.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","1999","1999",14.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2000","2000",13.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2001","2001",14.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2002","2002",13.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2003","2003",13.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2004","2004",13.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2005","2005",12.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2006","2006",13.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2007","2007",12.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2008","2008",12.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2009","2009",12.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2010","2010",12.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2011","2011",12.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2012","2012",12.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2013","2013",11.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2014","2014",12,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2015","2015",11.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2016","2016",11.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2017","2017",11.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2018","2018",11.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2019","2019",11.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","FRA","France","2020","2020",10.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","1990","1990",14.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","1991","1991",13.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","1992","1992",13.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","1993","1993",13.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","1994","1994",13.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","1995","1995",13.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","1996","1996",13.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","1997","1997",13,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","1998","1998",12.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","1999","1999",12.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2000","2000",12.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2001","2001",12.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2002","2002",12.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2003","2003",11.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2004","2004",11.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2005","2005",11.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2006","2006",11.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2007","2007",11.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2008","2008",11.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2009","2009",11.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2010","2010",11.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2011","2011",11.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2012","2012",11.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2013","2013",11.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2014","2014",11.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2015","2015",11.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2016","2016",11,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2017","2017",10.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2018","2018",10.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","DEU","Germany","2019","2019",10.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","1990","1990",10.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","1991","1991",10.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","1992","1992",10,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","1993","1993",10.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","1994","1994",10.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","1995","1995",10.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","1996","1996",9.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","1997","1997",9.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","1998","1998",9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","1999","1999",9.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2000","2000",8.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2001","2001",8.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2002","2002",8.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2003","2003",8.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2004","2004",9.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2005","2005",9.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2006","2006",8.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2007","2007",8.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2008","2008",8.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2009","2009",8.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2010","2010",8.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2011","2011",7.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2012","2012",7.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2013","2013",7.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2014","2014",7.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2015","2015",6.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2016","2016",6.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2017","2017",6.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2018","2018",6.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","GRC","Greece","2019","2019",6.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","1990","1990",13.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","1991","1991",13.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","1992","1992",13,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","1993","1993",13.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","1994","1994",12.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","1995","1995",12.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","1996","1996",12.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","1997","1997",12.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","1998","1998",12.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","1999","1999",12.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2000","2000",12,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2001","2001",13.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2002","2002",13.3,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2003","2003",13.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2004","2004",13.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2005","2005",13,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2006","2006",13.2,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2007","2007",12.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2008","2008",11.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2009","2009",11.5,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2010","2010",10.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2011","2011",11.4,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2012","2012",11.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2013","2013",10.6,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2014","2014",10.9,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2015","2015",10.8,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2016","2016",11.1,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2017","2017",10.7,,
"ACOLALCT","Alcohol consumption","LIPPERNB","Litres per capita (15+)","HUN","Hungary","2018","2018",11.4,,
